Title,Link,Channel Name,Channel Link,Subscriber Count,Category,Views,Likes,DislikesDrDisrespect shows why he is the SNIPER GOD in ANY GAME,https://www.youtube.com/watch?v=gF7TSlGv6no&fbclid=IwAR3u-MSia_FTkm1D9hZuQ4w1gxOApAHC08gRv7XFtsfNZ0Z-q-3KiVTmuhk,DrDisRespect,www.youtube.com/channel/UCcJL2ld6kxy_nuV1u7PVQ0g,1.4M,None,"15,824","1,963",27
TRAPPED by a SALTY CLAN after RAIDING a LOADED FRUSTRATOR Base | Vanilla Rust (S2-FINALE),https://www.youtube.com/watch?v=-q8O1U87Zrg,Friduwulf,www.youtube.com/channel/UCpqHUr1kJihYxNDQTK4t8rQ,161K,None,"54,144","1,675",176
200 IQ ZERG ECO RAIDS a TOXIC NEIGHBOUR - Rust [2/2],https://www.youtube.com/watch?v=CqO17B1h5jc,Sinks,www.youtube.com/channel/UCBLGReH8wxPMiBzScGLbFjQ,42.2K,None,"29,523","1,044",77
RAIDING WITH A RANDOM PLAYER - RUST,https://www.youtube.com/watch?v=e9Lw72vhk9I,Swales,www.youtube.com/channel/UCIUwVPOmzDb6QG-HKY740qg,157K,None,"173,417","4,701",95
Running a BANK VAULT for RUST PLAYERS - Rust Shop Roleplay,https://www.youtube.com/watch?v=vE2V9mLfhY4,Modgey,www.youtube.com/channel/UCdaDqym8WaT5_j1dNXZT77g,317K,None,"121,055","4,880",183
KICKING PEOPLE OUT OF MY CAR! *HILARIOUS!* | GTA 5 THUG LIFE #306,https://www.youtube.com/watch?v=0Ld-Z8hLaxE,XpertThief,www.youtube.com/channel/UCDwujczvdxbbVHg-V4-kC-A,5.19M,None,"491,858","16,475",453
Shroud Squad Top Streamers - Escape From Tarkov,https://www.youtube.com/watch?v=34tF2UR6cYg,In the Game,www.youtube.com/channel/UC3eQSmQrbZdu1YFWjmiNLUg,None,None,"190,499",896,92
TOP 25 Summit1g MOST VIEWED TWITCH CLIPS OF 2019,https://www.youtube.com/watch?v=LvjwKkWdyWE,Funny Gaming Videos,www.youtube.com/channel/UC10-zX7dHjuoxLqE4wFsn8A,12.7K,None,"116,272","1,003",46
None,https://www.youtube.com/watch?v=reGWjyocDpg,None,None,None,None,None,None,None
DrDisrespect & Shroud BOTH RAGE QUIT PUBG After STRUGGLING With Stream Snipers!,https://www.youtube.com/watch?v=XhjmkB1wwwY,The2Time,www.youtube.com/channel/UChYdOM1Qgzj9jnKrFWRBj8Q,42.5K,None,"350,643","3,481",259
Summit TROLLS Players with Wieners! (Summit1g Sea of Thieves Trolling NEDGATE),https://www.youtube.com/watch?v=U65FGJaYUds,Summm Memes,www.youtube.com/channel/UCDdolnLE6LbWfONeoKvxWOA,40.6K,None,"160,554","2,093",107
Shroud Going Hardcore Fresh Start New Account - Escape from Tarkov,https://www.youtube.com/watch?v=hKrnQy4tFhE,In the Game,www.youtube.com/channel/UC3eQSmQrbZdu1YFWjmiNLUg,None,None,"949,123","9,351",692
Doc's Funniest Game Ever on PUBG with Random Kid!,https://www.youtube.com/watch?v=FHkcnxp4250,Best Twitch Moments,www.youtube.com/channel/UCqpnY6vL5z__s630z9hSy1w,351K,None,"6,774,326","53,259","7,416"
Timthetatman Critiques The Doc's Fortnite Skills,https://www.youtube.com/watch?v=dTgTzzlmK_E,TwitchVids,www.youtube.com/channel/UCXohgHQE4srofgn1c31DV4g,48.4K,None,"861,246","11,248",574
xQc Reacts to WATCH PEOPLE DIE INSIDE COMPILATIONS,https://www.youtube.com/watch?v=7y6KjpAAthQ,xQcOW,www.youtube.com/channel/UCmDTrq0LNgPodDOFZiSbsww,625K,None,"178,455","4,578",76
Ultimate Escape From Tarkov Beginner Guide - EFT Tips and Tricks,https://www.youtube.com/watch?v=7tAXl7bp3EM,Geekseh,www.youtube.com/channel/UCguwMlqRUnsSUBrll-6D5DQ,36.2K,None,"933,371","29,601",518
DrDisRespect Dies and Spectates Hacker (Aimbot + WallHack) in Blackout! (11/30/18),https://www.youtube.com/watch?v=7lcYg-gUu4E,CHAMPIONS CLUB,www.youtube.com/channel/UCwFgZQ4rmtp4VbKvapwksIQ,None,None,"6,944,211","64,275","9,750"
10 Minutes of DrDisrespect and TimtheTatMan DRAMA,https://www.youtube.com/watch?v=rkwHzT8In3o,DrDisRespect,www.youtube.com/channel/UCcJL2ld6kxy_nuV1u7PVQ0g,1.4M,None,"1,141,068","27,576",577
At The Limit! - Escape From Tarkov,https://www.youtube.com/watch?v=b_CaZQ4bqO4,Anton,www.youtube.com/channel/UCAn1oI-WE2wiEtnAk0dMohw,99.5K,None,"54,809","1,666",43
SHROUD AND DRDISRESPECT BACK TO PUBG *FUNNY DUO*,https://www.youtube.com/watch?v=hHLk5SBHzU8,TwitchReacts,www.youtube.com/channel/UCEqOF1B64en-iPpvMn31oow,193K,None,"218,928","2,108",98
DrDisRespect's 31-KiII Game on PUBG with Shroud (DrDisRespect and Shroud Best PUBG Game),https://www.youtube.com/watch?v=XNQb7dbNHKc,Best Twitch Moments,www.youtube.com/channel/UCqpnY6vL5z__s630z9hSy1w,351K,None,"1,380,485","10,679",670
"DOC & SHROUD PUBG DUO - ""You're Psycho"" - Funny DrDisRespect",https://www.youtube.com/watch?v=XFvlSfk0ln8,Insane Stream Highlights & Gameplays,www.youtube.com/channel/UClEh-EXfqlJRnzluZ37RTJw,91.7K,None,"4,330,622","6,808","2,328"
Shroud 1.2 Million Run On Labs - Escape From Tarkov,https://www.youtube.com/watch?v=_gh2wtRrHts,In the Game,www.youtube.com/channel/UC3eQSmQrbZdu1YFWjmiNLUg,None,None,"458,037","3,955",298
Shroud REACTS to DrDisrespect vs Tyler1 CLASH Video | Shroud thinking about VLOGGING,https://www.youtube.com/watch?v=0EkjVAFiAzg,Legends Badass Clips,www.youtube.com/channel/UC0ey0SUs6vXry7I7RVSvNow,None,None,"869,688","9,348",311
Shroud Tips for New Players - Escape From Tarkov (Inventory Management and Gameplay),https://www.youtube.com/watch?v=C_DcEIU_q2M,In the Game,www.youtube.com/channel/UC3eQSmQrbZdu1YFWjmiNLUg,None,None,"249,770","2,930",265
DR DISRESPECT MEGA RAGE COMPILATION 2019,https://www.youtube.com/watch?v=okDN_CY5RNc,CHAMPIONS CLUB,www.youtube.com/channel/UCwFgZQ4rmtp4VbKvapwksIQ,None,None,"853,697","13,383",391
the ultimate fortnite fashion show,https://www.youtube.com/watch?v=wlrbaUle3Oc,McCreamy,www.youtube.com/channel/UC-sjC5fKKsrpcZRJwlZJzZQ,3.93M,None,"7,317,349","128,546","4,330"
*OG* FORTNITE FASHION SHOW! | MOST OG and EMOTES Wins! [7/8],https://www.youtube.com/watch?v=ckwbuL52VGk,#24 on Trending for gaming,www.youtube.com/feed/trending?bp=4gILCgkvbS8wYnp2bTI%3D,334K,None,"207,872","12,275",180
"Everytime i die, i play a BAD Fortnite RIP-OFF",https://www.youtube.com/watch?v=LdADdSZWADo,Tomato - Fortnite,www.youtube.com/channel/UC3yHtryql8S7y2jukpFsZSg,635K,None,"1,769,713","20,185","1,132"
15 Features REMOVED From Fortnite,https://www.youtube.com/watch?v=qhjx6l2tkK0,Top5Gaming,www.youtube.com/channel/UCYn6CZe5UGIyPe9WJb0pTrg,2.79M,None,"1,708,443","35,340","1,138"
FUNNIEST little kid voice changer! (7-Year-Old Voice Changer!),https://www.youtube.com/watch?v=4pRTSEMdEbM,Tiko,www.youtube.com/channel/UCW0wEGsLzmIgvQDOXgaz4vg,280K,None,"3,928,488","108,902","2,430"
I Unlocked LEVEL 500 in Chapter 2.. this HAPPENED!!,https://www.youtube.com/watch?v=JrWtNP8Az30,GhostNinja,www.youtube.com/channel/UCbkMvtBNkpIbHqQdKHJSb5A,4.04M,None,"478,632","33,721","1,948"
Last To Hit A TRICKSHOT LOSES (ft. SoaR Dylan & SoaR Plasma),https://www.youtube.com/watch?v=9rDhkRhCFMg,FaZe Orba,www.youtube.com/channel/UClyj3xWYNP3zlYJPsHSY_0A,249K,None,"401,511","8,773",229
big brain fortnite moments,https://www.youtube.com/watch?v=YUhmDMqk7gI,McCreamy,www.youtube.com/channel/UC-sjC5fKKsrpcZRJwlZJzZQ,3.93M,None,"5,190,423","216,740","3,111"
I Stream Sniped Ninja until he ASKED to 1v1 me on Fortnite...,https://www.youtube.com/watch?v=bLfo5cyKP0E,Kaidoz,www.youtube.com/channel/UCMeHAt_Yn0Z0PLdzp12KrKA,1.51M,None,"1,222,980","40,600","2,047"
Fortnite - The Rise of Pink Panda,https://www.youtube.com/watch?v=7DW2itgNYHo,devinsupertramp,www.youtube.com/channel/UCwgURKfUA7e0Z7_qE3TvBFQ,5.74M,None,"35,255,176","276,705","15,415"
I Hosted a RARE SKINS ONLY Fortnite Fashion Show for $100... (EVERY SKIN WAS RARE!),https://www.youtube.com/watch?v=eylzJY4w69k,Kiwiz,www.youtube.com/channel/UCGbexyIa0tgcHISmGjjPDww,2.66M,None,"1,000,876","59,073","1,910"
i hired a fortnite pro for 24 hours,https://www.youtube.com/watch?v=vafCbEkX9_E,McCreamy,www.youtube.com/channel/UC-sjC5fKKsrpcZRJwlZJzZQ,3.93M,None,"2,210,070","58,604","1,686"
The *RANDOM* Monopoly Skin CHALLENGE In Fortnite!,https://www.youtube.com/watch?v=Oy5Tthmd1b4,Lachlan,www.youtube.com/channel/UCh7EqOZt7EvO2osuKbIlpGg,12.4M,None,"8,485,951","111,624","2,774"
FORTNITE FAILS & WINS! #3 (Fortnite Battle Royale Best Moments),https://www.youtube.com/watch?v=6YJh3y2H1BU,Royale Clips,www.youtube.com/channel/UC2_q_FIJrbFad8tSUV1NIwg,504K,None,"305,742","3,361",174
"exposing ""anonymous"" players stats",https://www.youtube.com/watch?v=a4kmd0rcHd4,McCreamy,www.youtube.com/channel/UC-sjC5fKKsrpcZRJwlZJzZQ,3.93M,None,"4,618,239","171,587","2,669"
we literally broke fortnite,https://www.youtube.com/watch?v=5NMvcefLWXA,McCreamy,www.youtube.com/channel/UC-sjC5fKKsrpcZRJwlZJzZQ,3.93M,None,"3,328,948","135,577","2,100"
I Pretended My BABY Played Fortnite Squad Fill...,https://www.youtube.com/watch?v=g_7rCdKuNL0,Tomato - Fortnite,www.youtube.com/channel/UC3yHtryql8S7y2jukpFsZSg,635K,None,"541,642","14,905",216
WINNING with FIRST WEAPON CHALLENGE in Fortnite,https://www.youtube.com/watch?v=YGv9oaTGAos,Jarvis,www.youtube.com/channel/UCvxfEIG3PHpgM0TMJJ_SH-w,2.39M,None,"3,604,325","98,215","2,354"
"I Spent $10,000 to Beat Every Roblox Game",https://www.youtube.com/watch?v=wG1HKc-eY-Y,#1 on Trending for gaming,www.youtube.com/feed/trending?bp=4gILCgkvbS8wYnp2bTI%3D,12.5M,None,"2,577,961","150,753","1,916"
people say i'm the best sniper in the world,https://www.youtube.com/watch?v=S4dBedTFDC8,McCreamy,www.youtube.com/channel/UC-sjC5fKKsrpcZRJwlZJzZQ,3.93M,None,"10,849,746","230,443","6,419"
6 Hardest Easter Eggs of 2019 That Seemed IMPOSSIBLE,https://www.youtube.com/watch?v=tcPfpHhrhsg,gameranx,www.youtube.com/channel/UCNvzD7Z-g64bPXxGzaQaa4g,5.53M,None,"1,347,508","24,304",904
10 Crazy Things GTA Players Have Done,https://www.youtube.com/watch?v=mKz7quQlx1U,gameranx,www.youtube.com/channel/UCNvzD7Z-g64bPXxGzaQaa4g,5.53M,None,"7,528,880","108,355","5,600"
10 More GTA 5 Facts You Probably Didn't Know,https://www.youtube.com/watch?v=E7AIMv-CP5Y,gameranx,www.youtube.com/channel/UCNvzD7Z-g64bPXxGzaQaa4g,5.53M,None,"804,443","24,544",743
"2 PLAYER PERFECT STEALTH GUIDE (THE BIG CON, $2,427,000) | GTA Online Casino Heist Finale",https://www.youtube.com/watch?v=TJDUfJjgbcI,TGG,www.youtube.com/channel/UC72PuhDwKtZ5MikpGNhPAtA,56.8K,None,"824,327","16,663",294
10 Ridiculous SECRET Rooms Found In Recent Video Games,https://www.youtube.com/watch?v=3CIBBf7705g,gameranx,www.youtube.com/channel/UCNvzD7Z-g64bPXxGzaQaa4g,5.53M,None,"1,434,574","29,429","1,078"
50+ PS1 Facts - I Can't Believe These are True!,https://www.youtube.com/watch?v=vWNqrO9CbH4,Mystic,www.youtube.com/channel/UCPUjf6TfExQ-hOn51bklHcw,333K,None,"447,960","6,383",271
10 Fallout Vaults You'd NEVER Want To Live In,https://www.youtube.com/watch?v=_ognyFuZm-8,gameranx,www.youtube.com/channel/UCNvzD7Z-g64bPXxGzaQaa4g,5.53M,None,"827,134","21,542",614
10 GTA Fan Theories That CHANGE EVERYTHING,https://www.youtube.com/watch?v=pEg1ruOrv2c,gameranx,www.youtube.com/channel/UCNvzD7Z-g64bPXxGzaQaa4g,5.53M,None,"3,428,031","64,657","3,887"
TOP 10 CRAZY WTF Easter Eggs In Video Games,https://www.youtube.com/watch?v=JIsyYaeW97o,Captain Eggcellent,www.youtube.com/channel/UCmYuHwdOnUCH2wGkFnEZ7OA,369K,None,"226,048","5,221",141
The Elder Scrolls V: SKYRIM All Easter Eggs And Secrets HD,https://www.youtube.com/watch?v=ns9sY6JJ7R4,kacpi26,www.youtube.com/channel/UCm8U1YwDyvcoAtr8a_9tLIA,288K,None,"322,406","5,114",163
10 Little Gamers Who Did INCREDIBLE Things,https://www.youtube.com/watch?v=St4O1QEzp7M,gameranx,www.youtube.com/channel/UCNvzD7Z-g64bPXxGzaQaa4g,5.53M,None,"1,167,276","27,902",684
Grand Theft Space - Welcome to Mars,https://www.youtube.com/watch?v=ps94SeuNx6s,Jeff Favignano,www.youtube.com/channel/UCLVnwvxqF2n6CELUZaEJ3SQ,1.09M,None,"4,692,765","44,878","4,246"
Evolution of FIRE HYDRANTS Logic | GTA Games (2001-2020),https://www.youtube.com/watch?v=LN5Aa5RMu1U,ENXGMA,www.youtube.com/channel/UCFTjC8OaMv_kP5frj9UU1Rw,61.2K,None,"530,790","12,143",452
10 Recent Easter Eggs You WISH YOU FOUND FIRST,https://www.youtube.com/watch?v=wgBtXrDOlBU,gameranx,www.youtube.com/channel/UCNvzD7Z-g64bPXxGzaQaa4g,5.53M,None,"1,069,794","19,949",638
10 Game Easter Eggs That Took YEARS TO DISCOVER,https://www.youtube.com/watch?v=WinE0RkoCTA,gameranx,www.youtube.com/channel/UCNvzD7Z-g64bPXxGzaQaa4g,5.53M,None,"3,455,097","50,978","2,198"
7 Most Elaborate Easter Eggs of All Time,https://www.youtube.com/watch?v=Zr6xVy-9F7Q,gameranx,www.youtube.com/channel/UCNvzD7Z-g64bPXxGzaQaa4g,5.53M,None,"4,320,772","64,330","1,856"
10 Little GTA 5 Things You Probably Didn't Notice,https://www.youtube.com/watch?v=12H1b2A5SEQ,gameranx,www.youtube.com/channel/UCNvzD7Z-g64bPXxGzaQaa4g,5.53M,None,"3,654,375","73,752","3,028"
10 Things GTA 5 Players HATE,https://www.youtube.com/watch?v=ToRFov9E5ZM,gameranx,www.youtube.com/channel/UCNvzD7Z-g64bPXxGzaQaa4g,5.53M,None,"8,384,033","119,452","16,725"
Super Secret Rooms & Hidden Areas in Video Games!,https://www.youtube.com/watch?v=UIMxWvATCas,The Easter Egg Hunter,www.youtube.com/channel/UCWzUu14PomXO5VutMv-AP_g,433K,None,"194,805","6,219",94
10 HARDEST Video Game Choices That Made Us Sweat,https://www.youtube.com/watch?v=s8gpydaM-7w,gameranx,www.youtube.com/channel/UCNvzD7Z-g64bPXxGzaQaa4g,5.53M,None,"517,682","14,324",338
Is 4:55 the perfect speedrun? Super Mario Bros. World Record Explained,https://www.youtube.com/watch?v=4CgC2g43smA,Bismuth,www.youtube.com/channel/UCQ9STd0zeHrrQGJQEuvhuTw,64.8K,None,"6,397,502","80,928","3,668"
A Complete History of Pokemon Rumors - Did You Know Gaming? Feat. Remix,https://www.youtube.com/watch?v=gWX6zyb_Pkc,DidYouKnowGaming?,www.youtube.com/channel/UCyS4xQE6DK4_p3qXQwJQAyA,2.3M,None,"897,060","19,258",472
Huge Discovery Rocks Banjo-Kazooie Speedrunning!,https://www.youtube.com/watch?v=6mKVKFnXQ4k,Karl Jobst,www.youtube.com/channel/UC3ltptWa0xfrDweghW94Acg,157K,None,"818,605","18,853",684
Worst Console Launch Ever: Google Stadia - Rerez,https://www.youtube.com/watch?v=m0OYCMkr-_Q,Rerez,www.youtube.com/channel/UCoFpRCAsKfWAshvLE1bYzdw,239K,None,"1,079,766","36,165","2,753"
"I'M ""FLEE"" FALLING (i'm not sorry...) | Fleeing the Complex",https://www.youtube.com/watch?v=N9K2p54k9GA,Markiplier,www.youtube.com/channel/UC7_YxT-KID8kRbqZo7MyscQ,25M,None,"44,018,444","415,478","14,763"
Cuphead by TheMexicanRunner in 48:42 - AGDQ2019,https://www.youtube.com/watch?v=7AzL9jQq_tQ,The Mexican Runner,www.youtube.com/channel/UCquRMmrgLmkc6gQ4Idnj4_Q,61.4K,None,"1,977,661","25,061",818
I Anti-Scammed the Duel Arena Scammers,https://www.youtube.com/watch?v=V5_sCa1Sz24,KempQ,www.youtube.com/channel/UCl7FxeciaU48G-K6oIRH0xg,116K,None,"1,453,296","19,886","1,195"
Why Obtaining the True 121st Star in Super Mario 64 Will Be the Hardest Challenge Yet,https://www.youtube.com/watch?v=Cq_dZrJvsOM,SwankyBox,www.youtube.com/channel/UCF0SRAnWz56UBv-upYD0B5Q,337K,None,"804,051","27,308","1,792"
World's Most Infamous Donkey Kong Player Caught Cheating!,https://www.youtube.com/watch?v=234Y76_3YPE,Apollo Legend,www.youtube.com/channel/UC5t8u4kpE0WvLxkPWIp8n-g,283K,None,"5,181,693","89,362","4,283"
The story of how I solved Super Monkey Ball's biggest mystery,https://www.youtube.com/watch?v=inUkotGb-K4,Nick Robinson,www.youtube.com/channel/UCOuddH5GyBXp-_tv_ASdp_A,625K,None,"1,729,866","135,579","1,623"
The Impossible Level,https://www.youtube.com/watch?v=o68gmuWYvVA,ReflectivistFox,www.youtube.com/channel/UC7TYqYWHxY085CO2xPSZV6w,20.4K,None,"5,756,805","73,727","5,428"
The WORST Animated Movies of the Decade Tier List,https://www.youtube.com/watch?v=CgyCHDTU5-E,Saberspark,www.youtube.com/channel/UCeGGpOehPGG7vQMUVc7tG8Q,949K,None,"1,128,816","41,973","2,262"
Ruining FNaF by Dissecting the Animatronics' AI | Tech Rules,https://www.youtube.com/watch?v=ujg0Y5IziiY,Tech Rules,www.youtube.com/channel/UCpGCuiAOFIDurA-hU_p2E0w,158K,None,"812,355","45,203",677
This DOOM Challenge Took 23 YEARS To Complete!,https://www.youtube.com/watch?v=PlcpDAhF-NM,Karl Jobst,www.youtube.com/channel/UC3ltptWa0xfrDweghW94Acg,157K,None,"345,658","12,539",449
Animal Crossing Clones - Austin Eruption,https://www.youtube.com/watch?v=g0H4Jud0bK8,Austin Eruption,www.youtube.com/channel/UC0SyhPy7VsMQCIYDszFaplQ,157K,None,"359,481","10,106",494
10 Speedrunners Who Were Caught Cheating,https://www.youtube.com/watch?v=JdvFSQFZfK8,Apollo Legend,www.youtube.com/channel/UC5t8u4kpE0WvLxkPWIp8n-g,283K,None,"11,403,882","132,302","10,010"
Is it Possible to Beat Super Mario 64 DS Without Mario?,https://www.youtube.com/watch?v=xRmbFCFEOKc,Nathaniel Bandy,www.youtube.com/channel/UCRwczJ_nk1t9IGHyHfHbXRQ,640K,None,"5,604,933","83,849","2,290"
"Minecraft Skyblock All Achievements Speedrun in 2h59 - Timelapse (Hardcore, Including Bloopers!)",https://www.youtube.com/watch?v=H49i5mwdYbQ,Michael Hendriks,www.youtube.com/channel/UCSNsJvvc3LarXVkJ2H6e2zQ,44.4K,None,"7,055,332","93,154","5,162"
